ID,Name(Romaji),Name(Localised),Gender,Type,Position,Alt Position,Element,Preferred Playstyle,Total Stats,usage_rate
321,Shintaro Raiden,Kim Arite,Male,Player,GK,DF,Mountain,Counter,656,0.0
322,Mantaro Oya,Jay Archer,Male,Player,FW,MF,Fire,Justice,666,0.0
323,Ritsu Nakayama,Bo Ling,Male,Player,DF,FW,Forest,Justice,663,0.0
324,Takayuki Shusui,Chuck Hardy,Male,Player,FW,MF,Wind,Bond,666,0.0
325,Tsubasa Akagawa,Ben Evolent,Male,Player,FW,DF,Wind,Bond,665,0.0
326,Masayoshi Saibara,Will Noble,Male,Player,GK,DF,Forest,Breach,656,0.0
327,Naosuke Shimotsuki,Jack Frosty,Male,Player,DF,MF,Wind,Bond,663,0.0
328,Tasuke Nakamada,Larry Helps,Male,Player,FW,MF,Forest,Justice,666,0.0
329,Satoaki Komyoji,Monty Patten,Male,Player,DF,MF,Forest,Bond,663,0.0
330,Jubee Usuhiki,Chunk Gorman,Male,Player,FW,MF,Mountain,Breach,666,0.0
331,Toma Konpe,Balt Decker,Male,Player,DF,MF,Wind,Tension,663,0.0
332,Michiru Gekko,Drew Crenshaw,Male,Player,DF,MF,Mountain,Justice,663,0.0
333,Mitsuo Ashura,Stan Trum,Male,Player,FW,MF,Fire,Counter,666,0.0
334,Ren Hatano,Sham Spike,Male,Player,MF,DF,Mountain,Bond,667,0.0
335,Amehiko Amano,Rainier Welkin,Male,Player,GK,DF,Fire,Breach,656,0.0
336,Kazuhito Taira,Evan Yielding,Male,Player,FW,MF,Forest,Counter,666,0.0
337,Kumu Jizo,Phil Anthropic,Male,Player,FW,MF,Mountain,Counter,665,0.0
338,Gai Takagiri,Fane Club,Male,Player,GK,DF,Wind,Justice,656,0.0
339,Ko Hosoi,Slim Lanky,Male,Player,GK,DF,Wind,Breach,656,0.0
340,Eiichi Tensho,Doug Lee,Male,Player,DF,MF,Fire,Rough Play,663,0.0
341,Susumu Yamato,Edward Albion,Male,Player,GK,MF,Mountain,Justice,656,0.0
342,Tsutomu Tsumagari,Stu Dent,Male,Player,GK,DF,Fire,Rough Play,656,0.0
343,Ichigo Sera,Barry Straw,Male,Player,FW,MF,Wind,Rough Play,666,0.0
344,So Okita,Bobby Peel,Male,Player,MF,DF,Mountain,Breach,667,0.0
345,Kiichi Nagasaki,Dan Castella,Male,Player,GK,DF,Mountain,Tension,656,0.0
346,Buichi Kamogawa,Bill Moony,Male,Player,FW,MF,Mountain,Justice,665,0.0
347,Yoshio Hotoke,Buddy Goodman,Male,Player,DF,MF,Forest,Bond,663,0.0
348,Kuniaki Hashii,Dex Territy,Male,Player,GK,DF,Mountain,Counter,656,0.0
349,Hikaru Akechi,Vinny O'Gaines,Male,Player,MF,FW,Forest,Counter,667,0.0
350,Rento Kijihata,Ray Deo,Male,Player,GK,MF,Wind,Tension,656,0.0
351,Keiji Jinno,Archie Meades,Male,Player,GK,DF,Forest,Rough Play,656,0.0
352,Atsushi Fugaku,Dave Chaucer,Male,Player,MF,DF,Forest,Rough Play,667,0.0
353,Ryo Shiroma,Billy Blanc,Male,Player,FW,MF,Wind,Counter,665,0.0
354,Shinya Kurokawa,Creed Craving,Male,Player,GK,DF,Fire,Tension,656,0.0
355,Hataya Shobu,Phil Rosey,Male,Player,FW,MF,Fire,Rough Play,666,0.0
356,Shoma Akagi,Harry Redcastle,Male,Player,MF,DF,Wind,Rough Play,667,0.0
357,Yosuke Amano,Sonny Welkin,Male,Player,MF,DF,Fire,Rough Play,667,0.0
358,Kintaro Sakayama,Teddy Kodiak,Male,Player,MF,DF,Mountain,Breach,667,0.0
359,Nemu Asatsuyu,Lloyd Tabb,Male,Player,DF,MF,Wind,Justice,663,0.0
360,Eiji Yokohama,Francis Paine,Male,Player,MF,DF,Forest,Bond,667,0.0
361,Shoichi Benten,Griff Strummer,Male,Player,GK,MF,Wind,Rough Play,656,0.0
362,Goyu Himuro,Bryce Bergman,Male,Player,MF,DF,Fire,Tension,667,0.0
363,Yomi Shinma,Fingus Inky,Male,Player,MF,DF,Forest,Bond,667,0.0
364,Nagaru Mizuta,Walter Geyser,Male,Player,MF,DF,Mountain,Rough Play,667,0.0
365,Do Zashiki,Les Knightley,Male,Player,GK,DF,Fire,Breach,656,0.0
366,Chujiro Kunisada,Conor Abley,Male,Player,GK,DF,Fire,Justice,656,0.0
367,Kageo Maita,Ainsley Burns,Male,Player,FW,MF,Mountain,Counter,666,0.0
368,Kento Gobo,Pete Grimes,Male,Player,GK,FW,Fire,Rough Play,656,0.0
369,Shigeru Daitetsu,Manny Steele,Male,Player,MF,DF,Fire,Breach,667,0.0
370,Fureru Nunomura,Trey Hugger,Male,Player,GK,DF,Fire,Bond,656,0.0
371,Doya Fushiki,Jack Mate,Male,Player,DF,MF,Wind,Justice,663,0.0
372,Rokuro Himu,Mike Chequer,Male,Player,GK,MF,Fire,Justice,656,0.0
373,Hiroyuki Fukushi,Berty Adman,Male,Player,GK,DF,Mountain,Rough Play,656,0.0
374,Meguru Koguruma,Troy Carr,Male,Player,FW,MF,Wind,Counter,666,0.0
375,Uyuki Atsui,Hollis Ticure,Male,Player,FW,MF,Fire,Justice,666,0.0
376,Dan Aihara,Guy Dance,Male,Player,MF,DF,Mountain,Counter,667,0.0
377,Kuruto Tefuda,Jack Trumper,Male,Player,FW,MF,Wind,Breach,666,0.0
378,Mamoru Kanakata,John Corder,Male,Player,FW,MF,Fire,Justice,665,0.0
379,Ataru Tamagawa,Nigel Bramel,Male,Player,DF,MF,Wind,Tension,663,0.0
380,Keiichi Sono,Hank O'Chief,Male,Player,GK,DF,Fire,Breach,656,0.0
381,Sakae Aen,Jess Uplement,Male,Player,MF,DF,Mountain,Breach,667,0.0
382,Hyogo Akai,Alec Smart,Male,Player,GK,DF,Fire,Breach,656,0.0
383,Morihito Arisato,Rob Anchor,Male,Player,DF,MF,Wind,Rough Play,663,0.0
384,Tetsuma Yuguchi,Brent Cross,Male,Player,MF,DF,Fire,Tension,667,0.0
385,Ushio Naruto,Albert Wister,Male,Player,GK,DF,Mountain,Breach,656,0.0
386,Arashi Rokko,Nev Erin,Male,Player,FW,MF,Wind,Bond,666,0.0
387,Kinta Toyama,Caz Yewell,Male,Player,GK,MF,Fire,Bond,656,0.0
388,Saso Sorahara,Conor Trail,Male,Player,GK,MF,Wind,Breach,656,0.0
389,Hashiru Suzuka,Manuel Gere,Male,Player,DF,MF,Wind,Counter,663,0.0
390,Mitsuru Kanai,Per Hockside,Male,Player,FW,MF,Fire,Tension,666,0.0
391,Tsutomu Kanezawa,Lee Gleagle,Male,Player,DF,MF,Forest,Breach,663,0.0
392,Tateru Amato,Paul Pitcher,Male,Player,DF,MF,Mountain,Rough Play,663,0.0
393,Yukio Sanada,Turner Fortune,Male,Player,DF,MF,Forest,Justice,663,0.0
394,Nagaru Mizuwatari,Walter Walken,Male,Player,DF,FW,Wind,Tension,663,0.0
395,Nao Koko,Sal Curie,Male,Player,DF,MF,Fire,Tension,663,0.0
396,Mare Shirogane,Silver Platt,Male,Player,DF,MF,Fire,Justice,663,0.0
397,Shunsuke Hayabusa,Nick Yergrub,Male,Player,FW,DF,Wind,Counter,666,0.0
398,Yakuma Kiriaya,Mal Inger,Male,Player,DF,FW,Mountain,Tension,663,0.0
399,Rinzo Mamiya,Jim Cook,Male,Player,DF,MF,Wind,Bond,663,0.0
400,Yushi Ideta,Gus Potter,Male,Player,DF,MF,Mountain,Counter,663,0.0
401,Fuga Neo,Handel Turnon,Male,Player,GK,MF,Fire,Counter,656,0.0
402,Tamotsu Nurikabe,Peter Malus,Male,Player,MF,DF,Mountain,Justice,667,0.0
403,Tatsuya Kasahara,Colin Lection,Male,Player,DF,MF,Fire,Counter,663,0.0
404,Kaihei Mizumaki,Brock Twigg,Male,Player,MF,DF,Forest,Counter,667,0.0
405,Nishiki Miyagi,Paddy Rise,Male,Player,DF,MF,Fire,Justice,663,0.0
406,Soto Utaba,Dustin Westend,Male,Player,FW,MF,Wind,Bond,666,0.0
407,Satoru Yaegashi,Alfonse Way,Male,Player,MF,DF,Mountain,Tension,667,0.0
408,Makishi Hananiwa,Pippin Flowers,Male,Player,FW,MF,Fire,Rough Play,666,0.0
409,Tetsuro Haruno,Euan Stamper,Male,Player,DF,GK,Forest,Rough Play,663,0.0
410,Nobuhiro Yamagata,Paddy Prunus,Male,Player,GK,DF,Wind,Justice,656,0.0
411,Hogusu Oshii,Brian Presser,Male,Player,FW,MF,Mountain,Counter,666,0.0
412,Tsunenori Nano,Pete LeGume,Male,Player,DF,MF,Fire,Rough Play,663,0.0
413,Ittoku Fukikoshi,Shylock Watson,Male,Player,DF,MF,Forest,Breach,663,0.0
414,Masatoshi Matsuda,Ed Ripp,Male,Player,DF,MF,Mountain,Breach,663,0.0
415,Sumiaki Ogaki,Hike Basher,Male,Player,FW,MF,Forest,Justice,666,0.0
416,Toru Arai,Anthony Phinder,Male,Player,FW,MF,Fire,Bond,666,0.0
417,Rokuro Machida,Duncan Jump,Male,Player,DF,MF,Fire,Breach,663,0.0
418,Koichi Kitahara,Lucky Winn,Male,Player,MF,DF,Wind,Breach,667,0.0
419,Toru Iriki,Gene Bates,Male,Player,DF,MF,Fire,Bond,663,0.0
420,Shunji Eda,Randolf Finn,Male,Player,GK,DF,Mountain,Bond,656,0.0
421,Shinsuke Nishio,Ron Away,Male,Player,FW,MF,Fire,Counter,666,0.0
422,Riku Hattori,Rick Hatter,Male,Player,FW,MF,Fire,Tension,666,0.0
423,Yoko Tento,Grant Mardy,Male,Player,DF,MF,Wind,Rough Play,663,0.0
424,Nagaru Shichiya,Shawn Broker,Male,Player,GK,MF,Mountain,Bond,656,0.0
425,Yoshio Zenigata,Anthony Coyne,Male,Player,DF,MF,Fire,Rough Play,663,0.0
426,Kazuki Kaneko,Healey Proctor,Male,Player,MF,DF,Mountain,Bond,667,0.0
427,Heisuke Denpo,Ade Posting,Male,Player,FW,MF,Wind,Rough Play,666,0.0
428,Yasufumi Nakazono,Doug Outon,Male,Player,MF,DF,Wind,Rough Play,667,0.0
429,Masatoshi Aga,Ebenezer Marner,Male,Player,DF,MF,Fire,Tension,663,0.0
430,Abiru Umihara,Davy Johns,Male,Player,FW,MF,Wind,Bond,666,0.0
431,Chuta Gozu,Bos Horne,Male,Player,DF,FW,Mountain,Counter,663,0.0
432,Doji Kahaku,Nick Orner,Male,Player,GK,MF,Wind,Tension,656,0.0
433,Shigeshi Hosoe,Nathin Gaunt,Male,Player,MF,DF,Mountain,Justice,667,0.0
434,Ishihide Kitao,Quentin Quartz,Male,Player,FW,DF,Mountain,Justice,666,0.0
435,Kinji Ninomiya,Andrew Meikle,Male,Player,GK,DF,Fire,Counter,656,0.0
436,Noboru Sakekawa,Gary Salmon,Male,Player,GK,DF,Mountain,Breach,656,0.0
437,Hironari Mizuhara,Fontaine Tapper,Male,Player,FW,MF,Fire,Justice,666,0.0
438,Ikuo Shiba,Leon Lawn,Male,Player,DF,MF,Mountain,Justice,663,0.0
439,Michiharu Nishijima,Jim Sweatman,Male,Player,GK,DF,Wind,Justice,656,0.0
440,Gen Ryubi,Cole Coaker,Male,Player,GK,DF,Forest,Counter,656,0.0
441,Hatsushi Fukushima,Stu Born,Male,Player,GK,DF,Fire,Rough Play,656,0.0
442,Hisateru Rama,Romeo Montague,Male,Player,GK,MF,Fire,Tension,656,0.0
443,Nao Haitani,Drew Straitedge,Male,Player,GK,DF,Mountain,Justice,656,0.0
444,Yoshimasa Fukawa,Dash Dotter,Male,Player,MF,FW,Wind,Rough Play,667,0.0
445,Hikaru Tochigi,Gill O'Mend,Male,Player,MF,DF,Fire,Breach,667,0.0
446,Ekito Chohi,Pay Chance,Male,Player,GK,DF,Fire,Justice,656,0.0
447,Morito Yoroi,Bill Aegis,Male,Player,DF,MF,Mountain,Bond,663,0.0
448,Yushi Kochi,Tosh Coach,Male,Player,DF,MF,Mountain,Counter,663,0.0
449,Osahito Kanu,Carl Gnu,Male,Player,FW,DF,Forest,Counter,666,0.0
450,Sumita Sapporo,Paul Sapp,Male,Player,MF,DF,Mountain,Rough Play,667,0.0
451,Kuguru Kanshin,Macky Valley,Male,Player,FW,MF,Wind,Justice,666,0.0
452,Mitsuru Iguchi,Troy Trucker,Male,Player,FW,DF,Wind,Breach,665,0.0
453,Kaesu Morishita,Haden Seek,Male,Player,FW,MF,Fire,Justice,666,0.0
454,Takuji Fukurosaki,Kevin Doors,Male,Player,GK,DF,Wind,Bond,656,0.0
455,Dai Kurahashi,Skip Rooter,Male,Player,MF,DF,Fire,Breach,667,0.0
456,Shu Imamura,Rip Airman,Male,Player,DF,MF,Mountain,Bond,663,0.0
457,Migaku Kawashima,Stu Shiner,Male,Player,GK,DF,Wind,Counter,656,0.0
458,Daishiro Kawasaki,Matt Matickal,Male,Player,GK,DF,Forest,Tension,656,0.0
459,Hikaru Noborikawa,Philip Flagg,Male,Player,DF,MF,Mountain,Breach,663,0.0
460,Michiya Kaikawa,Alf Groundsman,Male,Player,DF,MF,Mountain,Bond,663,0.0
461,Ikkyu Kikumaru,Ernie Riddell,Male,Player,FW,MF,Forest,Bond,665,0.0
462,Osei Yagata,Len Stint,Male,Player,GK,DF,Wind,Justice,656,0.0
463,Tsukihito Suzumushi,Holly Cricket,Male,Player,MF,DF,Fire,Justice,667,0.0
464,Jin Juro,Jim Reed,Male,Player,DF,MF,Forest,Rough Play,663,0.0
465,Kiwamu Nanriku,Gwyn Penn,Male,Player,GK,DF,Wind,Breach,656,0.0
466,Shinji Igashira,Spike Needle,Male,Player,GK,DF,Wind,Rough Play,656,0.0
467,Hayato Ise,Ifan Tassy,Male,Player,MF,DF,Mountain,Tension,667,0.0
468,Tsukasa Nagato,Eggbert Heading,Male,Player,FW,MF,Forest,Tension,665,0.0
469,Kaito Pazuru,Pascal Blaise,Male,Player,DF,MF,Forest,Rough Play,663,0.0
470,Choji Fudano,Will Whist,Male,Player,GK,MF,Fire,Breach,656,0.0
471,Senri Nagaosa,Ewan Liner,Male,Player,GK,DF,Wind,Tension,656,0.0
472,Kohei Maezono,Buster Locke,Male,Player,DF,MF,Fire,Bond,663,0.0
473,Ken Kusanagi,Rex Plorer,Male,Player,FW,DF,Forest,Breach,666,0.0
474,Hisuto Ueda,Webber Poster,Male,Player,MF,DF,Fire,Tension,667,0.0
475,Yuta Kaga,Sid Parting,Male,Player,DF,MF,Wind,Tension,663,0.0
476,Kimiaki Nozawa,Eaton Rampage,Male,Player,FW,DF,Mountain,Tension,666,0.0
477,Yoshio Minamoto,Parker Leaper,Male,Player,GK,DF,Wind,Rough Play,656,0.0
478,Mutsuto Naginata,Hank Halberd,Male,Player,GK,MF,Forest,Tension,656,0.0
479,Kyu Nagatsuki,Robin Catching,Male,Player,GK,DF,Fire,Justice,656,0.0
480,Mitsunobu Hyuga,Trey Spotter,Male,Player,MF,DF,Wind,Breach,667,0.0
481,Oichi Tamai,Onslow Ball,Male,Player,DF,MF,Forest,Justice,663,0.0
482,Ayahito Daimonji,Tex Tingle,Male,Player,GK,MF,Forest,Counter,656,0.0
483,Kanemichi Reppu,Sam Gale,Male,Player,GK,MF,Fire,Breach,656,0.0
484,Noboru Inami,Ryder Waverly,Male,Player,MF,DF,Fire,Counter,667,0.0
485,Kurenai Hiroshima,Leaf Scarlett,Male,Player,FW,MF,Wind,Justice,666,0.0
486,Tomohito Urabe,Horace Coop,Male,Player,DF,MF,Forest,Tension,663,0.0
487,Takeshi Enomoto,Ness Lockley,Male,Player,DF,MF,Forest,Justice,663,0.0
488,Yosuke Hoba,Olef Tennant,Male,Player,DF,MF,Wind,Counter,663,0.0
489,Tanenobu Tokui,Len Scapp,Male,Player,GK,MF,Mountain,Rough Play,656,0.0
490,Minoru Takao,Monty Hillary,Male,Player,FW,MF,Mountain,Rough Play,666,0.0
491,Tsukuru Orita,Penfold Pulper,Male,Player,FW,MF,Wind,Breach,666,0.0
492,Sora Awashima,Thomas Cott,Male,Player,GK,DF,Wind,Counter,656,0.0
493,Taiyo Miyazaki,Spike Thorne,Male,Player,DF,MF,Forest,Counter,663,0.0
494,Toshi Daimaru,Lincoln Hawking,Male,Player,FW,MF,Mountain,Rough Play,666,0.0
495,Osamu Akutagawa,Ted Larkin,Male,Player,MF,DF,Forest,Bond,667,0.0
496,Ken Yakushiji,Madison Cabinet,Male,Player,GK,DF,Fire,Breach,656,0.0
497,Kaoru Komoto,Odo Cologne,Male,Player,MF,DF,Wind,Tension,667,0.0
498,Toma Hoshimi,Nester Damus,Male,Player,GK,DF,Wind,Counter,656,0.0
499,Hiroki Daikoku,Herb Ivore,Male,Player,FW,MF,Mountain,Tension,666,0.0
500,Michiaki Juji,Homer Pidgeon,Male,Player,DF,MF,Fire,Bond,663,0.0
501,Noritake Denko,Rob Ottley,Male,Player,MF,DF,Forest,Tension,667,0.0
502,Atsuo Oita,Scott Springer,Male,Player,FW,MF,Wind,Rough Play,665,0.0
503,Gurei Yuma,Viv Grey,Male,Player,DF,MF,Fire,Counter,663,0.0
504,Fujio Yamanashi,Don Snow,Male,Player,GK,MF,Fire,Bond,656,0.0
505,Tetsuya Kamikiri,Hal Mullet,Male,Player,MF,DF,Wind,Justice,667,0.0
506,Mikio Sakagami,Isaiah Shutt,Male,Player,FW,MF,Mountain,Tension,666,0.0
507,Ryu Date,Ace Irvin,Male,Player,MF,DF,Fire,Breach,667,0.0
508,Shigeki Otoshita,Spike Pitt,Male,Player,FW,MF,Mountain,Tension,666,0.0
509,Hokora Yamaguchi,Innes Caving,Male,Player,GK,MF,Fire,Breach,656,0.0
510,Akio Kagawa,Keanu Dell,Male,Player,FW,DF,Fire,Justice,666,0.0
511,Shintaro Onda,Casey Novak,Male,Player,DF,MF,Forest,Breach,663,0.0
512,Makiya Suisei,Ed Halley,Male,Player,MF,FW,Wind,Bond,667,0.0
513,Yamahiko Koda,Burt Mocking,Male,Player,DF,MF,Forest,Bond,663,0.0
514,Kazuo Tatamida,Oscar Petty,Male,Player,GK,MF,Fire,Breach,656,0.0
515,Yasuo Tokugawa,Waite Forrit,Male,Player,MF,DF,Mountain,Breach,667,0.0
516,Fumiya Ohisa,Bennett Byers,Male,Player,GK,MF,Wind,Justice,656,0.0
517,Uichi Haniwa,Mo Eisner,Male,Player,GK,DF,Fire,Tension,656,0.0
518,Suguru Yumi,Miles Seaford,Male,Player,DF,MF,Wind,Tension,663,0.0
519,Ukito Sansho,Sayer Lemon,Male,Player,DF,MF,Fire,Rough Play,663,0.0
520,Kimimaro Kuge,Carey Ginu,Male,Player,FW,MF,Forest,Justice,666,0.0
521,Hidetaka Sarayama,Cass Crocker,Male,Player,FW,MF,Fire,Rough Play,665,0.0
522,Nagahiro Amamiya,Paul Downs,Male,Player,MF,DF,Wind,Breach,667,0.0
523,Nobuki Kurenai,Darrel Jeeling,Male,Player,GK,MF,Forest,Rough Play,656,0.0
524,Toshizo Oshida,Nobby Shinn,Male,Player,FW,MF,Forest,Counter,666,0.0
525,Daigo Tsukazaki,Theo Broma,Male,Player,DF,MF,Fire,Breach,663,0.0
526,Koji Masago,Ramsey Faroe,Male,Player,GK,MF,Fire,Breach,656,0.0
527,Ishimatsu Mori,Buster Chopps,Male,Player,GK,MF,Fire,Bond,656,0.0
528,Sakuya Fukutsu,Vince Bull,Male,Player,MF,DF,Wind,Counter,667,0.0
529,Soji Yukao,Pat Maclean,Male,Player,FW,MF,Wind,Rough Play,666,0.0
530,Daigo Mutsu,Walter Card,Male,Player,FW,MF,Mountain,Breach,665,0.0
531,Miki Chikai,Derek Terr,Male,Player,FW,MF,Fire,Counter,666,0.0
532,Sumito Utada,Alton Oldhat,Male,Player,MF,FW,Mountain,Tension,667,0.0
533,Gakuji Yukiyama,Cal Cooler,Male,Player,FW,MF,Forest,Bond,665,0.0
534,Ryota Nekono,Tom Felix,Male,Player,MF,DF,Wind,Breach,667,0.0
535,Taro Inui,Terry Orr,Male,Player,DF,MF,Fire,Breach,663,0.0
536,Ko Sueno,Rudolph Rainder,Male,Player,DF,MF,Fire,Rough Play,663,0.0
537,Mamoru Kaito,Nick Swagg,Male,Player,GK,FW,Fire,Counter,656,0.0
538,Yumechiyo Nakamura,Hal Leeward,Male,Player,MF,DF,Forest,Bond,667,0.0
539,Kengo Uesugi,Arthur Dox,Male,Player,FW,MF,Mountain,Rough Play,666,0.0
540,Takao Eko,Reese Ickle,Male,Player,FW,MF,Forest,Bond,666,0.0
541,Toshi Hijikata,Finn Attick,Male,Player,DF,MF,Wind,Justice,663,0.0
542,Hidenori Toyotomi,Col Lector,Male,Player,FW,MF,Mountain,Counter,666,0.0
543,Gen Hiraga,Crispin Shooter,Male,Player,GK,DF,Fire,Counter,656,0.0
544,Kosuke Iwanaga,Stu Perstitious,Male,Player,DF,MF,Fire,Rough Play,663,0.0
545,Yuto Shiragiku,Ashley Fay,Male,Player,FW,MF,Wind,Justice,666,0.0
546,Ataru Takarada,Luke Raffles,Male,Player,MF,DF,Forest,Bond,667,0.0
547,Umito Nabeyama,Stu Helmsley,Male,Player,GK,DF,Fire,Rough Play,656,0.0
548,Kyoichi Hibiki,Terrence Anthem,Male,Player,DF,MF,Fire,Tension,663,0.0
549,Takeo Fukuoka,Sam O'Reilly,Male,Player,MF,DF,Fire,Rough Play,667,0.0
550,Ranto Samejima,Ches Nutcracker,Male,Player,GK,DF,Fire,Rough Play,656,0.0
551,Heisuke Oizumi,Victor Grand,Male,Player,DF,MF,Forest,Counter,663,0.0
552,Maruo Kogane,Ant Hophila,Male,Player,DF,MF,Mountain,Rough Play,663,0.0
553,Jin Hiryu,Hunter Glory,Male,Player,MF,DF,Forest,Justice,667,0.0
554,Ryu Terano,Joe Rassock,Male,Player,GK,FW,Wind,Tension,656,0.0
555,Arata Kijima,Patch Borgnine,Male,Player,MF,FW,Fire,Tension,667,0.0
556,Nebaru Naya,Ted Fast,Male,Player,GK,DF,Forest,Breach,656,0.0
557,Hajime Kata,Clay Modlin,Male,Player,FW,DF,Mountain,Tension,666,0.0
558,Ikuo Yaji,Alan Mode,Male,Player,DF,MF,Wind,Bond,663,0.0
559,Reo Shiozaki,Harry Harper,Male,Player,GK,DF,Wind,Justice,656,0.0
560,Masahiko Chiuchi,Pascal Richter,Male,Player,MF,DF,Mountain,Rough Play,667,0.0
561,Sho Kazakiri,Beau Fort,Male,Player,DF,MF,Wind,Rough Play,663,0.0
562,Osei Akae,Reid Scarlet,Male,Player,DF,MF,Fire,Counter,663,0.0
563,Yoichi Makiba,Joe Lamkin,Male,Player,MF,DF,Forest,Justice,667,0.0
564,Naohiro Kikka,Dylan Magpie,Male,Player,GK,DF,Wind,Justice,656,0.0
565,Haruyuki Mizukusa,Gil Rivers,Male,Player,FW,MF,Wind,Tension,665,0.0
566,Haruaki Abe,Des Tiny,Male,Player,DF,MF,Forest,Bond,663,0.0
567,Hajime Ebisuhara,Saul Dowd,Male,Player,DF,MF,Mountain,Counter,663,0.0
568,So Yogi,Kit Chapman,Male,Player,FW,MF,Fire,Rough Play,665,0.0
569,Hisato Unno,Fry Vollity,Male,Player,DF,MF,Forest,Counter,663,0.0
570,Keisuke Semimoto,Clark Roach,Male,Player,MF,DF,Mountain,Rough Play,667,0.0
571,Osamu Hibihara,Samuel Peeps,Male,Player,DF,FW,Fire,Breach,663,0.0
572,Kazuhisa Meguro,Dai Hart,Male,Player,DF,MF,Fire,Rough Play,663,0.0
573,Rui Takano,Horty Courture,Male,Player,FW,MF,Forest,Bond,666,0.0
574,Michiru Ijuin,Bob Baggum,Male,Player,GK,DF,Mountain,Breach,656,0.0
575,Wataru Tatsumaki,Ollie Twister,Male,Player,FW,MF,Wind,Bond,666,0.0
576,Nagato Hatoyama,Fred Makepeace,Male,Player,DF,MF,Forest,Counter,663,0.0
577,Toshiro Nemui,Walker Sleep,Male,Player,GK,DF,Mountain,Justice,656,0.0
578,Sosuke Umiwatari,Sean Trawler,Male,Player,MF,DF,Wind,Justice,667,0.0
579,Shinji Wataya,Ken Sewer,Male,Player,GK,DF,Forest,Justice,656,0.0
580,Oma Takeda,Bamber Shoot,Male,Player,FW,MF,Mountain,Bond,666,0.0
581,Yoshihito Naka,Sly Winker,Male,Player,DF,MF,Wind,Counter,663,0.0
582,Subaru Myojo,Teller Scoap,Male,Player,GK,MF,Mountain,Counter,656,0.0
583,Tappei Atago,Sam Firman,Male,Player,GK,DF,Fire,Counter,656,0.0
584,Kanemitsu Kaburagi,Bear Turnbull,Male,Player,FW,MF,Forest,Counter,666,0.0
585,Tamotsu Taikoda,Tabor Drummond,Male,Player,GK,DF,Mountain,Bond,656,0.0
586,Keisaku Shiga,Brook Atwater,Male,Player,DF,FW,Wind,Bond,663,0.0
587,Aiki Kobu,Ike Doerflinger,Male,Player,FW,MF,Forest,Bond,665,0.0
588,Tamikazu Iwate,Aessop Fabel,Male,Player,DF,MF,Fire,Tension,663,0.0
589,Kyuta Takuno,Grant Slammer,Male,Player,FW,DF,Wind,Bond,666,0.0
590,Tsukasa Inugami,Robin Cruise,Male,Player,GK,FW,Mountain,Tension,656,0.0
591,Ken Tatsumi,Mark Perfect,Male,Player,GK,DF,Fire,Counter,656,0.0
592,Kyohei Suzumeno,Rolly Kerr,Male,Player,MF,FW,Wind,Justice,667,0.0
593,Saisuke Horitaka,Moses Pumper,Male,Player,FW,MF,Fire,Breach,666,0.0
594,Moriyuki Anko,Knight Reader,Male,Player,DF,MF,Mountain,Counter,663,0.0
595,Shoji Hakata,Cash Barganier,Male,Player,FW,MF,Fire,Rough Play,666,0.0
596,Tento Nanahoshi,Brendan Branch,Male,Player,GK,MF,Mountain,Breach,656,0.0
597,Konpei Yusa,Clark Rain,Male,Player,MF,DF,Mountain,Counter,667,0.0
598,Hikaru Hoshino,Luther Rio,Male,Player,GK,DF,Wind,Bond,656,0.0
599,Michinaga Fujiwara,Florian Hutter,Male,Player,MF,FW,Fire,Bond,667,0.0
600,Yasuhiro Ebina,Scamp Shrimplin,Male,Player,GK,DF,Forest,Rough Play,656,0.0
601,Namiya One,Adam Nesiac,Male,Player,DF,MF,Mountain,Breach,663,0.0
602,Keijiro Sugiyama,Rab Acus,Male,Player,FW,MF,Wind,Rough Play,666,0.0
603,Seigo Aoba,Chris Miles,Male,Player,MF,DF,Forest,Bond,667,0.0
604,Zoroku Kashin,Shemmy Ramis,Male,Player,MF,DF,Mountain,Rough Play,667,0.0
605,Koshimitsu Niigata,Lon Grainger,Male,Player,GK,MF,Fire,Justice,656,0.0
606,Atomu Mani,Manny Atom,Male,Player,FW,MF,Fire,Rough Play,665,0.0
607,Tsukihiko Nishi,Bill Tardy,Male,Player,GK,DF,Mountain,Justice,656,0.0
608,Ikuo Jimu,Fox Copier,Male,Player,FW,DF,Forest,Justice,666,0.0
609,Taro Tanaka,Cletus Badden,Male,Player,MF,FW,Wind,Counter,667,0.0
610,Haruhiko Satsuki,Skip Sofrenic,Male,Player,MF,DF,Mountain,Breach,667,0.0
611,Hisashi Shizuoka,Mat Char,Male,Player,FW,MF,Forest,Rough Play,666,0.0
612,Shigeharu Ueki,Trey Cultivator,Male,Player,DF,MF,Forest,Counter,663,0.0
613,Seiji Nanairo,Vinny Trioquist,Male,Player,FW,MF,Mountain,Breach,666,0.0
614,Yu Ogami,Oscar Esher,Male,Player,GK,DF,Wind,Tension,656,0.0
615,Aoi Mitsuha,Saul Searcher,Male,Player,DF,MF,Wind,Bond,663,0.0
616,Mamoru Kubota,Gerry Attrick,Male,Player,DF,MF,Mountain,Counter,663,0.0
617,Tetsuya Tokieda,Adam Icklock,Male,Player,GK,MF,Fire,Counter,656,0.0
618,Norito Semimaru,Sol Stiss,Male,Player,FW,MF,Mountain,Bond,666,0.0
